Job Title;Job Description;Job Payment;Job Link
PHP Software for 2D CAD File(Urgent Project);I'm looking for a skilled PHP programmer to develop a web-based software that can read 2D CAD (DXF) files. The software should be able to calculate the perimeter of the piece and convert the CAD file ;Est. budget: $30.00;https://www.upwork.com/freelance-jobs/apply/PHP-Software-for-CAD-File-Urgent-Project_~01a7922f2e26802105
Thinkscript programming think or swim Iron Condor ;We need someone to create a thing or swimStrategy that I can back test an iron condor strategy being able to manipulate and change all of the criteria, strikes and width. We would like the back test;Hourly;https://www.upwork.com/freelance-jobs/apply/Thinkscript-programming-think-swim-Iron-Condor_~012084e46f5a936213
Php related task ( Top Urgent);Create a module for inspircd, to make a type of captcha to the users that connect to irc, through a specific port.;Est. budget: $15.00;https://www.upwork.com/freelance-jobs/apply/Php-related-task-Top-Urgent_~0175db22aa75c0fc63
PHP Software for 2D CAD File Processing(Urgent Project);I'm looking for a skilled PHP programmer to develop a web-based software that can read 2D CAD (DXF) files. The software should be able to calculate the perimeter of the piece and convert the CAD file ;Est. budget: $30.00;https://www.upwork.com/freelance-jobs/apply/PHP-Software-for-CAD-File-Processing-Urgent-Project_~01d7f67615f98f6cab
Need to build simple backend;I need a simple backend for my saas starup, i have a discord bot in a server and now to automate payments i want to build a backend with discord signup and once signedup and plan choosen on website us;Est. budget: $150.00;https://www.upwork.com/freelance-jobs/apply/Need-build-simple-backend_~0144050f0804227712
Crear module para inspired Needed Urgent project;Create a module for inspircd, to make a type of captcha to the users that connect to irc, through a specific port.;Est. budget: $15.00;https://www.upwork.com/freelance-jobs/apply/Crear-module-para-inspired-Needed-Urgent-project_~01fa559d4012a2c251
crear module para inspircd(Top Urgent need);Create a module for inspircd, to make a type of captcha to the users that connect to irc, through a specific port.;Est. budget: $15.00;https://www.upwork.com/freelance-jobs/apply/crear-module-para-inspircd-Top-Urgent-need_~01ee9e9156a9498a1c
Remote Machine Learning Engineer;Overview:We are currently in search of a highly skilled and innovative Machine Learning Engineer to join our team. The ideal candidate should possess a robust background in machine learning, data sci;Hourly;https://www.upwork.com/freelance-jobs/apply/Remote-Machine-Learning-Engineer_~01084e5e7f801bd7e5
Django React S3 Storage Project;"In an existing Django React app with front end and back and your task will be:1. Each ""Source"" (a table in db) will have a new column ""Image Frame"". (only 1 image) AND ""Logo""User will be able to to";Est. budget: $5.50;https://www.upwork.com/freelance-jobs/apply/Django-React-Storage-Project_~01fde2a2fb51d59001
Expert Python Django developer with Data science experience;I'm looking to expert Flask/Django developer with strong data science expertise to Develop a real-time dashboard that displays the availability of various reservable spaces in the library, including G;Hourly: $14.00 - $30.00 ;https://www.upwork.com/freelance-jobs/apply/Expert-span-class-highlight-Python-span-Django-developer-with-Data-science-experience_~01ca6453e330510427
Web Scraping Wikipedia;We are seeking multiple skilled web scraping expert(s) to assist us in collecting information on economists listed on Wikipedia. The task entails scraping data such as names, field of study, affiliati;Hourly: $5.00 - $30.00 ;https://www.upwork.com/freelance-jobs/apply/Web-Scraping-Wikipedia_~017a28dbaf55fd0112
Scrape Product date from website store data in a database that can talk to a front end via APIs - ;I'm looking for help with a proof-of-concept project to scrape product prices from a website and store them in a database that can communicate with a front-end via APIs. The key requirements are:Scr;Est. budget: $200.00;https://www.upwork.com/freelance-jobs/apply/Scrape-Product-date-from-website-store-data-database-that-can-talk-front-end-via-APIs_~01a19f9d63f5457fff
Automatically OpenAI spec to requests object in python in a GUI;Given an OpenAPI spec, I need to be able to automatically generate the corresponding rest request (body, headers, query parameters, etc.) as fillers to display for the user to use.;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Automatically-OpenAI-spec-requests-object-span-class-highlight-python-span-GUI_~010be4b4a251e7df7f
Innovative Camera Vision Technology System Developer for Quality Testing;We are seeking talented professionals who possess a strong background in computer vision, machine learning, and image processing. The ideal candidates should have the following attributes:Clear Task;Est. budget: $25.00;https://www.upwork.com/freelance-jobs/apply/Innovative-Camera-Vision-Technology-System-Developer-for-Quality-Testing_~015f71627a3f934fc1
looking for help setting up ArcGIS student account and training;Hello, i am new to ArcGIS and would like someone to help me setup an inexpensive student account and upload some data layers i have.   Also a quick 1 hour tutorial ;Hourly: $12.00 - $35.00 ;https://www.upwork.com/freelance-jobs/apply/looking-for-help-setting-ArcGIS-student-account-and-training_~01776f004b522d346a
Scraping products from Temo like Mali Express in this way includes a video link;Scraping products from Temo like Mali Express in this way includes a video link(link removed)It is important for me to have a title, the name of the product, a link to the video, a description, if;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/Scraping-products-from-Temo-like-Mali-Express-this-way-includes-video-link_~019092bd3da08d8e04
Python Developer;"Write a python app that takes as input from argv a excell file that contains one or more worksheets.For ALL worksheets that contain the columns ""Header"", ""H"", ""Article Methodology"", ""Anchor Text"", """;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Developer_~01ddb9750b235177ce
Python Editor Needed;Step 1:Pull my codedocker pull nas415/vsl_generator:latestdocker run -d -p 1003:5000 nas415/vsl_generator:latestStep 2:I would like to add the following to my code1.) a way to change the desire;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Editor-Needed_~019e22daf1ccf613ec
Freelance Back-End Developer remote role;We are looking for a freelance back-end developer to join our team and assist in improving user utility, search tools, and advancing filtering. This role will involve collaborating with the front-end ;Hourly: $16.00 - $35.00 ;https://www.upwork.com/freelance-jobs/apply/Freelance-Back-End-Developer-remote-role_~0169709e5b7bd08383
crear module para inspircd(Urgent need);Create a module for inspircd, to make a type of captcha to the users that connect to irc, through a specific port.;Est. budget: $15.00;https://www.upwork.com/freelance-jobs/apply/crear-module-para-inspircd-Urgent-need_~01ac62ef7629b4b4b9
Modifying tools using Python;My already completed autofill tool broke due to an update to the website I was using, so I'm looking for a Python expert to help me get the autofill tool working again.;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Modifying-tools-using-span-class-highlight-Python-span_~01fd18135fb651d52b
Help me to run python program from file that I got in github;I just downloaded a file that contains an auto referral bot on Telegram using Python, but I don't have any skills in programming, I want someone to help me teach me how to run the file;Est. budget: $15.00;https://www.upwork.com/freelance-jobs/apply/Help-run-span-class-highlight-python-span-program-from-file-that-got-github_~01387941913d8bd69a
Python Expert Needed;IF YOUR LOOKING FOR A 5* REVIEW TO BOOST YOUR PROFILE APPLY TO THIS JOBStep 1:Pull my code docker pull nas415/vsl_generator:latestdocker run -d -p 1003:5000 nas415/vsl_generator:latestStep 2:I;Est. budget: $30.00;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Expert-Needed_~01b34d597411e95ea0
Script Developer Needed for Control By Web Relay;We are looking for a skilled script developer to create a script for controlling a Control By Web relay device.;Hourly;https://www.upwork.com/freelance-jobs/apply/Script-Developer-Needed-for-Control-Web-Relay_~01dcaa339c78fa84c2
Odoo or Monday Setup Specialist;We seek an experienced Odoo or  Monday Setup Specialist to set up a functioning account. The successful candidate will have a strong background in setting up Odoo or Monday, focusing on customizing mo;Hourly: $20.00 - $46.00 ;https://www.upwork.com/freelance-jobs/apply/Odoo-Monday-Setup-Specialist_~01e64d35a9e7220bc4
"Full-Stack Developer to Customize APIs and
Optimize Web Application ";Our web application requires a full-stack developer to customize existing APIs andenhance overall performance. The current setup uses Laravel for the backend and Vue.js for thefront-end. The tasks i;Est. budget: $70.00;https://www.upwork.com/freelance-jobs/apply/Full-Stack-Developer-Customize-APIs-and-Optimize-Web-Application_~013bdce372f3055fe7
Django React S3 Storage Project;"In an existing Django React app with front end and back and your task will be:1. Each ""Source"" (a table in db) will have a new column ""Image Frame"". (only 1 image) AND ""Logo""User will be able to to";Est. budget: $5.50;https://www.upwork.com/freelance-jobs/apply/Django-React-Storage-Project_~017c6efc674bdbbabc
Computer Vision and NLP Expert for Healthcare Management Systems.; I am looking for a CV and NLP Consultant who can find a way to resolve issues in our project. We are in the last stage of development for our current project which needs a CV and Chatbot engine in me;Hourly: $40.00 - $50.00 ;https://www.upwork.com/freelance-jobs/apply/Computer-Vision-and-NLP-Expert-for-Healthcare-Management-Systems_~018b589d8e79df030b
Resume ranking web tool using gpt apis;We're looking for a developer to help build a small, straightforward SaaS tool over a 2-4 week period.The main feature of this project is to integrate the ChatGPT API or Gemini APi for a simple yet e;Est. budget: $250.00;https://www.upwork.com/freelance-jobs/apply/Resume-ranking-web-tool-using-gpt-apis_~01d6c6202d581a9698
Python Backend Expert;IF YOUR LOOKING FOR A 5* REVIEW APPLY TO THIS JOB IT SHOULD BE EASY TO DOI need someone who can connect my code connected to flaskand integrate my user management system that is coded on djangoi;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Backend-Expert_~013d80b754e70940aa
Portuguese (Portugal) Early-Career Engineers and Graduates with JSON Knowledge Required;Andovar is looking for early-career engineers and students, graduates of Software Engineering, Computer Science, Data Science and similar programs. The project involves creating detailed prompts and r;Hourly: $13.00 - $15.00 ;https://www.upwork.com/freelance-jobs/apply/Portuguese-Portugal-Early-Career-Engineers-and-Graduates-with-JSON-Knowledge-Required_~0145f2f22e8e4f5ebd
French (Switzerland) Early-Career Engineers and Graduates with JSON Knowledge Required;Andovar is looking for early-career engineers and students, graduates of Software Engineering, Computer Science, Data Science and similar programs. The project involves creating detailed prompts and r;Hourly: $13.00 - $15.00 ;https://www.upwork.com/freelance-jobs/apply/French-Switzerland-Early-Career-Engineers-and-Graduates-with-JSON-Knowledge-Required_~012ba988f3c85df738
French (Belgium) Early-Career Engineers and Graduates with JSON Knowledge Required;Andovar is looking for early-career engineers and students, graduates of Software Engineering, Computer Science, Data Science and similar programs. The project involves creating detailed prompts and r;Hourly: $13.00 - $15.00 ;https://www.upwork.com/freelance-jobs/apply/French-Belgium-Early-Career-Engineers-and-Graduates-with-JSON-Knowledge-Required_~010dae9234b4d3829a
French (Canada) Early-Career Engineers and Graduates with JSON Knowledge Required;Andovar is looking for early-career engineers and students, graduates of Software Engineering, Computer Science, Data Science and similar programs. The project involves creating detailed prompts and r;Hourly: $13.00 - $15.00 ;https://www.upwork.com/freelance-jobs/apply/French-Canada-Early-Career-Engineers-and-Graduates-with-JSON-Knowledge-Required_~01ff204ad43f6c66f0
Chinese Traditional (HK) Early-Career Engineers and Graduates with JSON Knowledge Required;Andovar is looking for early-career engineers and students, graduates of Software Engineering, Computer Science, Data Science and similar programs. The project involves creating detailed prompts and r;Hourly: $13.00 - $15.00 ;https://www.upwork.com/freelance-jobs/apply/Chinese-Traditional-Early-Career-Engineers-and-Graduates-with-JSON-Knowledge-Required_~019126e9b3b4def841
German (AT) Early-Career Engineers and Graduates with JSON Knowledge Required;Andovar is looking for early-career engineers and students, graduates of Software Engineering, Computer Science, Data Science and similar programs. The project involves creating detailed prompts and r;Hourly: $15.00 - $17.00 ;https://www.upwork.com/freelance-jobs/apply/German-Early-Career-Engineers-and-Graduates-with-JSON-Knowledge-Required_~01a56053ad2181bd22
German (CH) Early-Career Engineers and Graduates with JSON Knowledge Required;Andovar is looking for early-career engineers and students, graduates of Software Engineering, Computer Science, Data Science and similar programs. The project involves creating detailed prompts and r;Hourly: $15.00 - $24.00 ;https://www.upwork.com/freelance-jobs/apply/German-Early-Career-Engineers-and-Graduates-with-JSON-Knowledge-Required_~01a088d73e54564294
Spanish (US) Early-Career Engineers and Graduates with JSON Knowledge Required;Andovar is looking for early-career engineers and students, graduates of Software Engineering, Computer Science, Data Science and similar programs. The project involves creating detailed prompts and r;Hourly: $13.00 - $15.00 ;https://www.upwork.com/freelance-jobs/apply/Spanish-Early-Career-Engineers-and-Graduates-with-JSON-Knowledge-Required_~01661b1beaa0cbc5b2
Automated Instagram Story Downloader Script/Program (No API, No Login);I want someone to create a script or program that can automatically download Instagram Stories from a select list of users that I specify. The key requirement is that this script/program should not us;Est. budget: $80.00;https://www.upwork.com/freelance-jobs/apply/Automated-Instagram-Story-Downloader-Script-Program-API-Login_~01e1596d1bffc384b9
Help me load some of my patreon data into google collab for modeling;This is a small job for someone who has experience inputting customer data into google collab notebooks to process data and output graphs and other informationI have a couple patreon accounts (nothi;Est. budget: $125.00;https://www.upwork.com/freelance-jobs/apply/Help-load-some-patreon-data-into-google-collab-for-modeling_~01a08e86586830027b
Script to run on my VM;1. Deploy our existing API (not webapp)2. Deploy a Docker imageI will:- SSH into the VM- download your script to the VM- run your script on the VM- then I expect: the API and Docker image to b;Est. budget: $45.00;https://www.upwork.com/freelance-jobs/apply/Script-run_~021829022692203860436
Web Scraper Needed;Need a talented and honest web-scraping specialist to generate leads using online information sources. All information is already gather we just need someone who knows their way around web-scraping so;Hourly: $5.00 - $10.00 ;https://www.upwork.com/freelance-jobs/apply/Web-Scraper-Needed_~012d5a9931203dfd36
Research-Job: Webscraping API;Its more of a research job. I need a WEBSCRAPING API which can execute ca 300'000 API calls each month, to fetch 3 websites. The requirements:The costs should not be more than 80€ a month.Failed AP;Est. budget: $15.00;https://www.upwork.com/freelance-jobs/apply/Research-Job-Webscraping-API_~018fbbda01ffcdd8ee
Data Science Career Coach Needed - Help Me Secure a Data Scientist/MLE/SDE Internship;I am looking for a professional to tell me how should I prepare my data scientist/machine learning engineer/software engineer job hunt in the U.S.. Specifically, we will have an evaluation of my curre;Hourly: $30.00 - $150.00 ;https://www.upwork.com/freelance-jobs/apply/Data-Science-Career-Coach-Needed-Help-Secure-Data-Scientist-MLE-SDE-Internship_~01736d51a2322142f4
Computer Vision project;We need a developer to develop a computer vision system to detect the position of 2-7 standard patterned post based on the stereo camera system. What we have now:Raspberry Pi, driver PCB board, Cam;Est. budget: $75.00;https://www.upwork.com/freelance-jobs/apply/Computer-Vision-project_~01a4af0b48de1263db
Docker Expert Needed;IF YOUR LOOKING FOR A 5* REVIEW TO BOOST YOUR FREELANCE PROFILE APPLY TO THIS JOB REMEMBER REVIEWS WILL HELP YOU GET FUTURE JOBS I need someone to dockerise this code within 1 hourhttps://drive.go;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Docker-Expert-Needed_~01026733d4d47f6660
Django + ReactJS Expert Needed;IF YOU ARE LOOKING FOR A 5* REVIEW TO BOOST YOUR PROFILE APPLY TO THIS JOB REMEMBER A 5* REVIEW CAN HELP YOU GET MORE JOBS EASILY IN THE FUTUREI need someone who can convert my code i put on this jo;Est. budget: $10.00;https://www.upwork.com/freelance-jobs/apply/Django-ReactJS-Expert-Needed_~01a9203bc9739c0a3a
Engineer with AI tool and teaching experience ;We are looking for an engineering teacher with AI experience to join our team for a course. As an engineering teacher, you will be responsible for delivering high-quality training sessions and worksho;Hourly: $18.00 - $40.00 ;https://www.upwork.com/freelance-jobs/apply/Engineer-with-tool-and-teaching-experience_~010476305eb3cce373
Need to Google App Script Debugging Expert Needed;Hello, I used ChatGPT to help me create a script on Google Apps Script then when a new line is added to Google Sheets, a new customer is created on QuickBooks, but I'm running into some issues when li;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Need-Google-App-Script-Debugging-Expert-Needed_~01edac6e6b0436398b
Web Scraper Developer for Supreme Court of India Judgments and Orders;We are seeking an experienced and skilled web scraper developer to create a robust and efficient web scraper that will fetch the latest judgments and orders from the Supreme Court of India's official ;Est. budget: $200.00;https://www.upwork.com/freelance-jobs/apply/Web-Scraper-Developer-for-Supreme-Court-India-Judgments-and-Orders_~01bd0de949ba187b0c
Using Web JS API to fire order to trading platform;Objective is to use the Web JS API to fire order to trading platform (QST).Refer to the attached pdf that describe the public functions of the JS library used to communicate with the internal web se;Est. budget: $150.00;https://www.upwork.com/freelance-jobs/apply/Using-Web-API-fire-order-trading-platform_~021828595428051638580
Instagram API Data Retrieval Service Development;Develop a service to retrieve data from the Instagram API. The service should handle high request volumes, implement caching, automate Instagram account management, and retrieve data for various Insta;Hourly: $13.00 - $30.00 ;https://www.upwork.com/freelance-jobs/apply/Instagram-API-Data-Retrieval-Service-Development_~021828568735542925620
Junior Python Developer;Junior Python DeveloperWe are seeking a talented Junior Python Developer to join our dynamic team. In this role, you will be responsible for writing code, debugging, and maintaining Python applicati;Hourly: $3.00 - $5.00 ;https://www.upwork.com/freelance-jobs/apply/Junior-span-class-highlight-Python-span-Developer_~019cf87639ddc9578b
Non-linear optimisation Tutoring;I need a tutor to solve the two attached problems in the area of non-linear optimization and send me the solutions. After a review, I will need them to tutor me trough the solutions.;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/Non-linear-optimisation-Tutoring_~012b486a9c95cadc2d
Do not apply, AI developer;I Need someone who can build RAG models using Chat GPT and other tools to build a chat bot that can talk to people in a natural way and give information like the weather, product and flight data. I ne;Hourly: $12.00 - $30.00 ;https://www.upwork.com/freelance-jobs/apply/not-apply-developer_~0154d559e98246d72c
Google Analytics Aggregate Multiple Properties to 1 View;Google Analytics Aggregate Multiple Properties to 1 View.  Have many properties which I need to roll up the data to one view of traffic.;Est. budget: $75.00;https://www.upwork.com/freelance-jobs/apply/Google-Analytics-Aggregate-Multiple-Properties-View_~012ce7e1ac7a21be45
Python DJANGO + Remix JS dev needed (Shopify) (No agencies);TO APPLY FOR THIS JOB YOU NEED SERIOUS EXPERIENCE WITH BOTH REMIX and PYTHON (DJANGO, FLASK OR FASTAPI)!We are seeking a highly skilled expert and experienced Shopify Developer to design and build cu;Hourly: $7.00 - $16.00 ;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-DJANGO-Remix-dev-needed-Shopify-agencies_~015baa71add23a172e
Junior Back-End Python Developer for small Finance/Economics SaaS;We already have a good intermediate developer, so this is about playing a supporting role, and about learning in the real world on a variety of tasks. It is a good role for someone who is prioritising;Hourly;https://www.upwork.com/freelance-jobs/apply/Junior-Back-End-span-class-highlight-Python-span-Developer-for-small-Finance-Economics-SaaS_~0140870627f0e64cf8
Discord Bot Developer and Community Manager;We are looking for a skilled Discord Bot Developer and Community Manager to help us create, maintain, and manage an engaging online community. The primary focus of this role is to develop a custom Dis;Hourly: $3.00 - $6.00 ;https://www.upwork.com/freelance-jobs/apply/Discord-Bot-Developer-and-Community-Manager_~01077215801a612c80
Create python api for tinder;create a python api for tinder and grindr app,ability to loginI want the ability to like, and store the user's nameto send message to an user, by nameto read received messagesto read profilesto ;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Create-span-class-highlight-python-span-api-for-tinder_~019da795924a3ccff0
MoviePy Python Expert Needed;IF YOUR LOOKING FOR A 5* REVIEW TO BOOST YOUR FREELANCE CAREER APPLY TO THIS JOBPlease read carefully so my current script I uploaded ill explain how it worksyou upload your text file and provide ;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/MoviePy-span-class-highlight-Python-span-Expert-Needed_~01119187167dbc06f1
Scrape a website for me;I have a basic website that I need scraped ASAP. Can provide on enquiry should be quick and easy!;Est. budget: $10.00;https://www.upwork.com/freelance-jobs/apply/Scrape-website-for_~015a3eb3049faf4eb7
Telegramm/ What's app Bot Developer ;Bot Integration and Development Specialist (WhatsApp and Telegram)Location: Remote (Kyiv or Warsaw)Company: KIDO Family Beauty SpaceAbout Us:KIDO Family Beauty Space is a premier beauty salon w;Hourly: $12.00 - $25.00 ;https://www.upwork.com/freelance-jobs/apply/Telegramm-What-app-Bot-Developer_~0148cc1f6eb7f77d8c
Front & Back End Developer E-commerce marketplace with Major AI feature - BANGALORE BASED ONLY;Full Stack Front End & Back End DeveloperGlobal Fashion Retail E-Commerce Marketplace Platform IOS Android & WebApp ***Must Have SEAMLESS AI Image Prompt API Integration Experience from Git, Huggin;Hourly;https://www.upwork.com/freelance-jobs/apply/Front-Back-End-Developer-commerce-marketplace-with-Major-feature-BANGALORE-BASED-ONLY_~0160ac762b9b7e4222
scrape popup page data from amazon | buy box detail | SCRAPY;"Candidate have to scrape some products from amazon.com.Pages links will send after selection. extraction data would be :-1.  Buy-Box seller name (""Ship from"" & ""Sold by"" both)2. (Main Purpose of ";Est. budget: $15.00;https://www.upwork.com/freelance-jobs/apply/scrape-popup-page-data-from-amazon-buy-box-detail-SCRAPY_~013a0eee16bb755b0e
Experienced Back End Developer Needed for Website Finalization;We are looking for an experienced Back End developer to assist us in the final stages of our website development project. The main responsibilities will include conducting timely inspections and imple;Hourly: $30.00 - $65.00 ;https://www.upwork.com/freelance-jobs/apply/Experienced-Back-End-Developer-Needed-for-Website-Finalization_~01b426172f6a83fb41
Back End Durability and Maintenance;We are seeking experienced back end contractors to assist with the durability and regular check up of our website. The primary responsibility of the contractors will be to ensure the smooth functionin;Hourly: $30.00 - $65.00 ;https://www.upwork.com/freelance-jobs/apply/Back-End-Durability-and-Maintenance_~018e91cb9e20e7e12c
Scrape Apple App Store for a specific type of app with certain keywords ;Hi there, I am trying to scrape certain applications from the Apple App Store that have an association to a University or College. For instance, if the University of Minnesota has it's own app, I woul;Hourly;https://www.upwork.com/freelance-jobs/apply/Scrape-Apple-App-Store-for-specific-type-app-with-certain-keywords_~011a1c0a85a3d3cf59
Bubble.io OpenAi API web app;Spec and UiUx design is readyApp create images DALL-E3 from promptsLooking for skilled bubble.io developer;Est. budget: $200.00;https://www.upwork.com/freelance-jobs/apply/Bubble-OpenAi-API-web-app_~01a7dd2981da0bb284
Create Django DRF API endpoints to send and receive data for any Google sheet dynamically ;This project is a SAAS meant to auto create rest API end points (for sending or receiving / updating data) from the Google sheets.You will use SAASpegasus.com for this. Front end:    React.js with T;Est. budget: $200.00;https://www.upwork.com/freelance-jobs/apply/Create-Django-DRF-API-endpoints-send-and-receive-data-for-any-Google-sheet-dynamically_~015f5b5b85b8227257
Scrape Website;Need to scrape website and gather all of the items and prices on it. First i will request a test of the results and payout the rest when the full file is given.;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Scrape-Website_~013d36e42a17955231
Organic tiktok comments;I am looking to add comments under tiktok videos that has a specific hashtag to promote a business. I welcome either manual or automated process. If you have experience and have done this please apply;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Organic-tiktok-comments_~021827320663394882661
Azure Data Engineer with Synapse, SQL, and PySpark Experience;We are looking for a skilled Azure Data Engineer with experience in Synapse, SQL, and PySpark to join our team. The ideal candidate will have a strong background in data engineering and be proficient;Hourly: $5.00 - $7.00 ;https://www.upwork.com/freelance-jobs/apply/Azure-Data-Engineer-with-Synapse-SQL-and-PySpark-Experience_~01fd7e63a5ed5f369e
GoPhish Installation & Phishing related task;need an expert to install and configure GoPhish for me. The project involves:- Installation and Configuration: I require a professional to handle the installation and configuration of GoPhish on my ;Est. budget: $40.00;https://www.upwork.com/freelance-jobs/apply/GoPhish-Installation-Phishing-related-task_~01153941235771d91d
Study Notes and Q&A for Google Cloud Professional Machine Learning Engineer certification Exam;I am specifically looking for the following to help with an upcoming Google Cloud Professional Machine Learning Engineer Certification Exam:1.	Study Notes: Comprehensive and well-organized notes th;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/Study-Notes-and-for-Google-Cloud-Professional-Machine-Learning-Engineer-certification-Exam_~01e829c71488111c4b
MoviePy Python expert;"IF YOUR LOOKING FOR A 5* REVIEW TO BOOST YOUR PROFILE APPLY TO THIS JOBThe code i attached has following problems that need fixingNeed to make the ""box margin feature permanently 26""Fix a glitch";Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/MoviePy-span-class-highlight-Python-span-expert_~01b470860e2ebb9778
Web Scraping;Need to get a simple website scraped. NO cloud flare or any other security. ;Est. budget: $40.00;https://www.upwork.com/freelance-jobs/apply/Web-Scraping_~019048bf2df7c92814
Python Expert Needed;iF YOUR LOOKING FOR A 5* REVIEW ON UPWORK APPLY TO MY JOBI need someone who can get this code to work https://github.com/d60/twikitso i can successfully use itdo not apply with a chat gpt respon;Est. budget: $10.00;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Expert-Needed_~01fbcaccc9c2746e39
Build a Customer Portal in Python/Flask;Looking to build a simple customer portal for customers to manage their subscription.Features needed:-Create account-Email confirmation-Login-Forgot password-View # of credits on account-Edit e;Est. budget: $500.00;https://www.upwork.com/freelance-jobs/apply/Build-Customer-Portal-span-class-highlight-Python-span-Flask_~013564192b16417096
RAG/PEFT opensource LLM;i'll give you some pdf and text conversations, and using PEFT and RAG techniques, you must create an opensource LLM solution to fit this data.;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/RAG-PEFT-opensource-LLM_~015b4dc4ab23beed88
Remix JS and Python DJANGO dev needed (Shopify) (No agencies);TO APPLY FOR THIS JOB YOU NEED SERIOUS EXPERIENCE WITH BOTH REMIX and PYTHON (DJANGO, FLASK OR FASTAPI)!We are seeking a highly skilled expert and experienced Shopify Developer to design and build cu;Hourly: $7.00 - $16.00 ;https://www.upwork.com/freelance-jobs/apply/Remix-and-span-class-highlight-Python-span-DJANGO-dev-needed-Shopify-agencies_~01a98753c156922c6d
Python Developer for SEO Analytical Tool;We are seeking a Python Developer to create an advanced SEO analytical tool that harnesses the power of Google Search Console data, AI technologies, and sophisticated data visualization techniques. S;Hourly: $5.00 - $15.00 ;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Developer-for-SEO-Analytical-Tool_~01b519da21f5dad3a3
Time Series Analyst with Python Skills;We are seeking a skilled Time Series Analyst with extensive experience in Python to join our team. The ideal candidate will have a strong background in analyzing and interpreting time series data, wit;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Time-Series-Analyst-with-span-class-highlight-Python-span-Skills_~0118a474ee189b61a4
Need someone help me deploy AI Generated Room Website;Hi, I'd like to hire someone to help me deploy some open repositories from github:1. Nutlope/roomGPT2. mikeyny/htmx-interior-design-ai3.  siegblink/interior-designer-aiIf you know how to deploy t;Hourly: $5.00 - $8.00 ;https://www.upwork.com/freelance-jobs/apply/Need-someone-help-deploy-Generated-Room-Website_~0148710d7c3fbd80ba
Build a Web Scraper to Automatically Update Values;We need someone who is able to build a web scraper that will automatically collect all the values from a listing site on a weekly basis.These values then need to be averaged out based on all the val;Est. budget: $35.00;https://www.upwork.com/freelance-jobs/apply/Build-Web-Scraper-Automatically-Update-Values_~01b297cf2615182c5d
Custom Automation Tool for Download and Installations and 3 programs with access code;I'm looking for a software solution that can automate the download of videos from specific websites and the installation of Adobe Photoshop, Adobe Premiere Pro, and Adobe After Effects on IOS, Android;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Custom-Automation-Tool-for-Download-and-Installations-and-programs-with-access-code_~0127e9a743f7e223f1
Trading view bot;Hi, I want to create an alert on Trading View that sends a telegram alert whenever this happens.Please see the attached image. Rules: 1. 4-hour timeframe2. Conditions: - First candle must come cl;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Trading-view-bot_~01013688d39539a148
Create an API reference list including code for a Business;similar built out of API references as decscribed below.Contact me for the link and details of the project further.;Hourly: $14.00 - $30.00 ;https://www.upwork.com/freelance-jobs/apply/Create-API-reference-list-including-code-for-Business_~0150b8ad65111ac436
Open Source Maintainer 🧙‍♂️;Hello, I am a maintainer of several popular projects on GitHub. I don't always have the time to respond to issues and pull requests in a timley manner, and I'm looking for someone to hire for a few ho;Hourly: $15.00 - $25.00 ;https://www.upwork.com/freelance-jobs/apply/Open-Source-Maintainer_~01b721de056bd203dc
Crypto Trading Bot;Looking for Crypto bot with basic Gui and my own strategy to connect with exchange using API.;Est. budget: $200.00;https://www.upwork.com/freelance-jobs/apply/Crypto-Trading-Bot_~01ce877e0eeaec53bc
Scraping address data from store locater page;Before writing any offer make sure you have fully read and understood this requirement text. Do not hesitate to ask any question, if some requirements are not clear.Answers that do not include all it;Hourly: $5.00 - $70.00 ;https://www.upwork.com/freelance-jobs/apply/Scraping-address-data-from-store-locater-page_~021824533860592485344
